Dates,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y,2yr,3yr,5yr,7yr,10yr,30yr,2y spread,3y spread,5y spread,7y spread,10y spread,30y spread,TUAISP,FVAISP,TYAISP,UXYAISP,USAISP,WNAISP
7/25/2018,2.6495,2.8477,2.9135,2.9371,2.9468,2.9543,2.9617,2.97,2.9795,2.9926,3.0103,3.0224,3.025,3.0127,2.9954,2.6411,2.7268,2.811,2.8951,2.9356,3.0622,20.19,18.297,13.5,6.37,5.25,-7,18.184,12.779,5.135,3.481,4.517,-5.972
7/24/2018,2.6483,2.8507,2.9186,2.9438,2.9569,2.9643,2.9723,2.9815,2.9928,3.0043,3.0232,3.0347,3.0378,3.0255,3.0074,2.6331,2.7322,2.8195,2.9051,2.9486,3.0758,21.077,18.045,13.61,6.71,5.56,-6.875,18.305,12.803,5.408,3.741,4.759,-5.785
7/23/2018,2.6493,2.8488,2.9127,2.9389,2.9532,2.9625,2.9722,2.9829,2.9949,3.0075,3.0261,3.0394,3.0427,3.0308,3.0146,2.6287,2.7239,2.8176,2.9076,2.9541,3.091,21.64,18.541,13.38,6.34,5.13,-7.75,18.592,12.914,5.025,3.125,4.405,-6.535
7/20/2018,2.644,2.8291,2.884,2.9034,2.9123,2.9182,2.9251,2.935,2.9463,2.9563,2.975,2.9893,2.9928,2.9803,2.9628,2.5931,2.6771,2.7645,2.8473,2.8931,3.0258,23.601,20.731,14.63,7.64,6.25,-6.363,19.963,14.426,6.972,4.528,6.041,-5.129
7/19/2018,2.6438,2.8164,2.8647,2.8778,2.882,2.8822,2.8846,2.8902,2.897,2.9059,2.9246,2.9361,2.9401,2.9277,2.9108,2.5907,2.6605,2.7336,2.8022,2.838,2.9585,22.283,20.064,14.69,8.25,6.88,-4.65,19.28,14.614,7.264,4.954,7.214,-3.631
7/18/2018,2.6538,2.8356,2.8884,2.9045,2.9094,2.9112,2.9155,2.9212,2.9296,2.9394,2.9571,2.9696,2.9717,2.9588,2.9411,2.6093,2.6879,2.7676,2.8346,2.8692,2.9857,22.625,19.825,14.09,7.81,6.69,-4.375,19.06,13.693,7.04,5.203,7.137,-2.989
7/17/2018,2.6507,2.8364,2.8881,2.9001,2.901,2.9009,2.9035,2.9086,2.9173,2.9258,2.9429,2.9546,2.9553,2.9419,2.9251,2.6154,2.6851,2.7625,2.8296,2.86,2.9694,22.125,19.782,13.75,7.22,6.5,-4.5,18.659,13.49,6.547,4.716,7.233,-3.167
7/16/2018,2.6408,2.8257,2.8773,2.8908,2.8905,2.8922,2.8963,2.9026,2.9121,2.9214,2.937,2.949,2.9496,2.9359,2.9167,2.5966,2.6769,2.7522,2.8246,2.8582,2.9616,22.574,19.612,13.75,7.15,6.25,-4.513,19.419,13.556,6.265,4.725,6.695,-3.115
7/13/2018,2.6325,2.8067,2.8532,2.8647,2.866,2.8665,2.8703,2.8766,2.8851,2.8951,2.9132,2.9249,2.9259,2.914,2.8975,2.578,2.6523,2.7249,2.7946,2.8271,2.9315,22.813,19.95,14.01,7.38,6.65,-3.638,19.636,13.933,6.634,4.783,7.801,-2.161
7/12/2018,2.6392,2.8212,2.8726,2.8863,2.8888,2.8899,2.8932,2.8983,2.9081,2.9173,2.9351,2.9462,2.9466,2.9328,2.9166,2.5859,2.6741,2.7468,2.8145,2.8454,2.9462,23.215,19.75,14,7.76,6.94,-3.125,20.473,14.002,6.653,5.267,8.046,-1.639
7/11/2018,2.6322,2.8151,2.8734,2.8902,2.894,2.896,2.9,2.9054,2.9144,2.9237,2.9409,2.952,2.9527,2.9382,2.9203,2.5776,2.6741,2.7502,2.8195,2.8491,2.9524,23.525,19.601,14.25,7.83,7.31,-3.125,20.642,14.04,6.946,5.632,8.416,-1.758
7/10/2018,2.6312,2.8158,2.8754,2.8893,2.8897,2.8938,2.8986,2.9067,2.9173,2.9266,2.946,2.9569,2.9552,2.9442,2.924,2.5693,2.6609,2.7467,2.817,2.8491,2.9555,24.75,21.231,14.16,8.13,7.5,-2.888,21.891,14.052,7.225,5.843,8.376,-1.59
7/9/2018,2.6244,2.8117,2.8727,2.8926,2.8995,2.9035,2.9099,2.9173,2.9278,2.9373,2.9557,2.966,2.9638,2.9498,2.9312,2.559,2.6581,2.7484,2.8245,2.8564,2.964,25.15,21.225,15,8.32,7.88,-3.25,22.561,14.572,7.529,5.886,8.608,-2.077
7/6/2018,2.6147,2.7951,2.8525,2.8703,2.873,2.8749,2.8791,2.8853,2.8941,2.9039,2.9196,2.9304,2.9253,2.9106,2.8906,2.5365,2.6302,2.7178,2.7896,2.8217,2.9293,25.375,22.1,15.5,8.75,8.13,-3.975,22.821,15.244,7.596,6.493,8.787,-2.492
7/5/2018,2.6221,2.8076,2.8678,2.8838,2.8854,2.8866,2.8895,2.8958,2.9044,2.914,2.9291,2.9409,2.9365,2.9213,2.902,2.5507,2.6386,2.7279,2.797,2.8291,2.9447,25.438,22.503,16.08,9.13,8.25,-4.425,22.648,15.745,8.247,6.701,8.611,-2.904
7/4/2018,2.6136,2.803,2.8675,2.8785,2.877,2.892,2.8855,2.8914,2.9002,2.912,2.9386,2.9514,2.941,2.926,2.917,2.5242,2.6164,2.7211,2.7921,2.8309,2.9586,26.25,23.5,15.5,8.75,7.75,-5.25,23.599,15.638,8.311,6.442,7.64,-4.313
7/3/2018,2.6051,2.79,2.8527,2.872,2.8757,2.88,2.8835,2.8915,2.901,2.912,2.93,2.942,2.9396,2.9237,2.9067,2.5242,2.6164,2.7211,2.7921,2.8309,2.9586,26.25,23.4,15.38,8.75,7.88,-5.25,23.599,15.638,8.311,6.442,7.64,-4.313
7/2/2018,2.6196,2.8116,2.8797,2.9016,2.9087,2.9135,2.919,2.927,2.938,2.9481,2.9665,2.9787,2.976,2.9606,2.9405,2.5485,2.6413,2.7548,2.8343,2.8711,2.9929,25.828,23.316,15.34,8.25,7.69,-5.375,23.801,15.07,7.423,5.979,7.42,-3.738
6/29/2018,2.6051,2.7918,2.8601,2.8827,2.8901,2.897,2.9024,2.9116,2.9225,2.9335,2.9531,2.9658,2.9659,2.9527,2.9302,2.5282,2.622,2.7378,2.8218,2.8601,2.989,26.188,23.328,15.21,7.77,7.38,-5.75,23.891,15.098,6.86,5.603,7.433,-4.291
6/28/2018,2.5983,2.7727,2.8325,2.8552,2.864,2.8701,2.8772,2.8864,2.8971,2.909,2.9305,2.9446,2.9455,2.9307,2.9112,2.5101,2.5945,2.7142,2.7973,2.8365,2.9657,26.152,23.493,14.88,7.8,7.19,-5.5,23.776,15.046,6.172,5.119,7.346,-3.769
6/27/2018,2.5837,2.761,2.8185,2.8408,2.8501,2.8555,2.8655,2.8741,2.8867,2.8985,2.9206,2.937,2.9411,2.9278,2.9084,2.504,2.5835,2.6952,2.7824,2.8256,2.9673,25.613,23.425,15.25,8.21,7.38,-5.888,24.703,15.204,6.84,5.394,7.11,-4.099
6/26/2018,2.6046,2.7931,2.8578,2.8847,2.8943,2.9033,2.9119,2.9224,2.9346,2.9473,2.9706,2.9864,2.9898,2.9778,2.9584,2.5329,2.6221,2.7463,2.8348,2.8766,3.0251,26.113,23.4,14.9,7.69,7.29,-6.575,24.072,14.706,6,4.957,6.414,-5.033
6/25/2018,2.6063,2.7945,2.8599,2.8866,2.8981,2.906,2.9146,2.9247,2.9364,2.9483,2.971,2.9862,2.9883,2.9736,2.9533,2.5329,2.6276,2.7515,2.8398,2.8803,3.0244,26.188,22.975,14.64,7.58,6.75,-7.175,21.487,14.312,6.013,4.609,6.302,-5.434
6/22/2018,2.6108,2.8098,2.8788,2.9064,2.9147,2.9236,2.9309,2.9398,2.9523,2.9632,2.9847,3.0013,3.0036,2.9895,2.9678,2.5412,2.6413,2.7668,2.8523,2.8949,3.0394,26.615,23.44,14.75,7.74,6.75,-7.063,21.938,14.448,6.398,5.06,6.409,-5.329
6/21/2018,2.614,2.8079,2.878,2.9045,2.9141,2.9222,2.9308,2.9415,2.9502,2.9633,2.9856,3.0008,3.0055,2.992,2.9702,2.5369,2.6441,2.7668,2.8548,2.8967,3.0441,26.813,22.932,14.63,7.38,6.5,-7.45,21.603,14.246,6.021,4.571,5.877,-5.756
6/20/2018,2.6193,2.8215,2.8997,2.9327,2.948,2.9583,2.9678,2.9776,2.9901,3.0014,3.0253,3.0404,3.0428,3.0287,3.0088,2.5659,2.677,2.8077,2.8973,2.9389,3.0775,25.688,22.034,14,6.84,6.13,-7,20.904,13.443,5.482,4.088,6.288,-5.382
6/19/2018,2.6004,2.8008,2.8751,2.9027,2.9148,2.9237,2.9313,2.942,2.9535,2.9648,2.9877,3.0033,3.0061,2.9922,2.9717,2.5452,2.6496,2.7702,2.8574,2.8967,3.0323,25.375,22.183,14.38,7.37,6.8,-6.075,21.475,13.678,5.785,4.763,6.9,-4.498
6/18/2018,2.6012,2.8144,2.8956,2.9251,2.9368,2.9451,2.9513,2.9624,2.972,2.9833,3.0065,3.0195,3.0239,3.0096,2.9901,2.5492,2.6687,2.7906,2.8798,2.9169,3.0489,26.255,22.278,14.5,7.07,6.56,-6,21.503,13.881,5.691,4.728,6.863,-4.397
6/15/2018,2.6055,2.8211,2.9006,2.9286,2.9398,2.9475,2.9541,2.9627,2.9733,2.9845,3.005,3.0182,3.0226,3.0061,2.9863,2.5471,2.6742,2.7974,2.8873,2.9205,3.0465,27.063,22.45,14.08,6.69,6.24,-6.238,22.254,13.706,4.962,4.168,6.626,-4.575
6/14/2018,2.6187,2.835,2.9166,2.9437,2.9528,2.9614,2.9699,2.9796,2.9903,3.0031,3.0237,3.0372,3.0385,3.023,3.0009,2.5635,2.6877,2.8059,2.8998,2.9351,3.0545,27,22.9,14.63,6.75,6.63,-5.388,21.68,13.816,5.191,4.491,6.95,-3.796
6/13/2018,2.6193,2.8356,2.9221,2.9578,2.975,2.9874,2.9976,3.0082,3.0218,3.0343,3.0556,3.069,3.0728,3.0569,3.0351,2.5675,2.6987,2.8297,2.9273,2.9663,3.0863,26.675,22.225,14.38,6.7,6.5,-5.25,20.969,13.433,4.873,4.617,6.746,-3.748
6/12/2018,2.6018,2.8099,2.896,2.9333,2.9522,2.9678,2.9816,2.9958,3.0087,3.0236,3.0484,3.0668,3.0732,3.0572,3.0358,2.5387,2.6714,2.8093,2.9123,2.9608,3.0935,27.025,22.157,14.3,6.78,6.2,-5.75,21.533,13.668,4.937,4.084,6.668,-4.381
6/11/2018,2.5932,2.7963,2.8805,2.919,2.9405,2.9569,2.9708,2.9854,3.0006,3.0154,3.0412,3.0597,3.0665,3.0516,3.0309,2.5202,2.6525,2.7957,2.9023,2.9516,3.0936,27.425,22.608,14.2,6.55,6.25,-6.375,21.999,13.825,4.976,4.01,6.222,-4.817
6/8/2018,2.5801,2.779,2.8638,2.9045,2.9275,2.9448,2.9597,2.9753,2.9913,3.0073,3.0347,3.052,3.0574,3.0434,3.022,2.4977,2.633,2.7838,2.8973,2.9461,3.0896,27.532,22.141,14.25,6.14,6.13,-6.875,21.677,13.56,4.586,3.602,6.37,-5.032
6/7/2018,2.5769,2.7688,2.8499,2.8847,2.9041,2.9202,2.936,2.9518,2.9672,2.9813,3.0077,3.0252,3.0316,3.017,2.9959,2.4876,2.6163,2.7634,2.8724,2.9204,3.068,28.25,23.075,13.94,6.38,5.88,-7.25,21.923,13.424,4.459,3.393,6.069,-5.341
6/6/2018,2.5819,2.7853,2.8731,2.9178,2.943,2.962,2.9786,2.9975,3.0129,3.0286,3.0539,3.0711,3.0783,3.0624,3.0404,2.5161,2.6497,2.8091,2.9223,2.9717,3.1217,26.87,22.105,13.24,5.63,5.63,-8.25,20.979,12.393,3.882,2.982,5.851,-6.257
6/5/2018,2.5673,2.7635,2.8469,2.8873,2.9094,2.9266,2.9411,2.957,2.9728,2.988,3.0156,3.0347,3.0416,3.0282,3.0069,2.4918,2.6191,2.7685,2.8774,2.9277,3.084,26.792,22.392,13.75,6.24,5.86,-7.813,21.393,13.275,4.668,3.164,6.114,-5.884
6/4/2018,2.5729,2.7776,2.8634,2.905,2.9267,2.9434,2.9566,2.9715,2.9867,3.0008,3.0253,3.0426,3.0493,3.0338,3.0123,2.5161,2.6497,2.7939,2.8998,2.9424,3.0848,25.661,21.186,13.25,5.56,5.69,-7.25,20.189,12.311,3.886,3.013,6.653,-5.243
6/1/2018,2.5501,2.7404,2.8219,2.8601,2.8811,2.8983,2.9134,2.9294,2.9438,2.96,2.9848,3.0038,3.0125,2.9976,2.9756,2.4716,2.5998,2.7483,2.8576,2.9022,3.0506,26.65,21.9,13.18,5.5,5.53,-7.4,21.045,12.201,3.589,2.426,6.001,-5.552
5/31/2018,2.526,2.6949,2.7708,2.8092,2.8312,2.8486,2.8638,2.8803,2.8966,2.912,2.94,2.9612,2.9706,2.9582,2.9383,2.4274,2.5502,2.6962,2.8057,2.8586,3.0253,26.55,21.392,13.48,5.63,5.23,-8.725,22.459,12.825,3.8,2.06,5.017,-7.225
5/30/2018,2.4932,2.6572,2.7336,2.7739,2.7993,2.8206,2.8398,2.8586,2.8778,2.896,2.925,2.9475,2.9581,2.9465,2.9272,2.4115,2.531,2.6811,2.8008,2.855,3.0269,24.625,20.038,11.73,3.71,4.03,-9.975,22.066,10.524,3.06,0.668,4.481,-7.933
5/29/2018,2.4458,2.5729,2.6385,2.6798,2.7063,2.7302,2.752,2.7752,2.7976,2.8178,2.8517,2.878,2.8924,2.8844,2.8669,2.3191,2.4321,2.5841,2.7147,2.781,2.9745,24.959,20.322,12.06,3.45,3.75,-10.688,24.728,10.962,2.788,0.19,3.35,-8.789
5/28/2018,2.5147,2.682,2.7685,2.8292,2.873,2.9235,2.9421,2.9316,2.9643,2.9972,3.0259,3.0476,3.0572,3.0439,3.0241,2.4758,2.6082,2.7652,2.8849,2.9313,3.092,23.25,19,10.75,3,4,-9.25,21.758,10.884,3.288,2.083,4.864,-6.745
5/25/2018,2.5147,2.7074,2.796,2.845,2.8685,2.8936,2.9125,2.9316,2.9504,2.968,2.9946,3.0164,3.0303,3.016,2.9983,2.4758,2.6082,2.7652,2.8849,2.9313,3.092,23.25,19.05,10.75,3,4,-9.25,21.758,10.884,3.288,2.083,4.864,-6.745
5/24/2018,2.5342,2.7403,2.8399,2.8915,2.919,2.9396,2.9575,2.9761,2.9939,3.01,3.036,3.0555,3.0644,3.0499,3.0281,2.5081,2.6496,2.8141,2.9325,2.977,3.125,23.058,18.621,10.38,2.69,3.19,-9.75,20.719,9.023,1.427,0.22,2.293,-7.539
5/23/2018,2.5484,2.7561,2.8564,2.9069,2.9353,2.9571,2.9759,2.9945,3.012,3.0273,3.0555,3.0758,3.0861,3.0729,3.0523,2.5282,2.6633,2.8249,2.945,2.9935,3.1517,22.688,19.1,11,3.09,3.38,-10.013,20.884,9.448,1.62,0.22,2.205,-8.095
5/22/2018,2.5753,2.8053,2.9118,2.965,2.9947,3.0181,3.0377,3.0567,3.0733,3.0909,3.1162,3.136,3.1449,3.1308,3.109,2.568,2.7266,2.8968,3.013,3.0597,3.2048,23.5,18.105,9.75,2.36,2.88,-9.675,19.464,8.677,0.93,-0.427,2.052,-7.545
5/21/2018,2.5742,2.8049,2.911,2.964,2.9955,3.0205,3.0416,3.0606,3.0799,3.0971,3.125,3.1458,3.1562,3.1422,3.1201,2.5656,2.7293,2.895,3.013,3.0596,3.2015,23.75,18.075,9.88,2.75,3.69,-8.2,18.674,8.26,1.361,0.39,3.306,-6.072
5/18/2018,2.5601,2.7894,2.8997,2.9541,2.9868,3.012,3.0345,3.0543,3.0731,3.0903,3.1187,3.1403,3.1507,3.1399,3.1171,2.5467,2.7127,2.8881,3.0104,3.0559,3.1974,24.125,17.987,9.88,2.35,3.35,-8.175,18.852,8.212,1.039,-0.262,2.471,-6.273
5/17/2018,2.5709,2.8168,2.9359,2.998,3.0361,3.0642,3.0866,3.1069,3.1259,3.1437,3.1702,3.1897,3.1988,3.185,3.1627,2.5647,2.7482,2.9359,3.0633,3.1112,3.2462,24.938,18.5,10,2.06,3.25,-8.488,19.571,8.147,-0.027,-0.99,2.688,-6.547
5/16/2018,2.5765,2.8201,2.9374,2.9975,3.0335,3.0592,3.0804,3.0993,3.1149,3.1329,3.1556,3.1731,3.1828,3.1672,3.1438,2.5851,2.7618,2.9392,3.0607,3.0964,3.2172,22.927,17.049,9.63,1.85,3.39,-7.375,18.701,7.722,-0.019,-0.439,3.65,-5.461
5/15/2018,2.5514,2.7873,2.9022,2.9635,3.0011,3.0269,3.0491,3.0691,3.0875,3.1042,3.129,3.1489,3.1597,3.1455,3.1239,2.5745,2.7452,2.9186,3.0379,3.0723,3.2007,21.25,15.502,8.23,1.13,3.11,-7.75,16.848,6.039,-0.895,-0.745,3.328,-5.678
5/14/2018,2.5362,2.7589,2.8633,2.9148,2.9454,2.9663,2.9824,2.9983,3.0162,3.0319,3.0537,3.0725,3.082,3.068,3.0461,2.5475,2.7069,2.8621,2.9699,3.0024,3.1347,20.975,15.625,8.38,1.19,2.75,-8.9,16.146,6.329,-0.4,-0.786,2.985,-6.725
5/11/2018,2.5432,2.7576,2.8556,2.9021,2.9295,2.9465,2.9599,2.974,2.9881,3.0025,3.0241,3.0422,3.0506,3.0385,3.0135,2.5349,2.6905,2.8382,2.9398,2.9695,3.1041,21.75,16.225,8.88,2.1,3.13,-9.125,17.628,7.056,0.245,-0.416,2.709,-7.026
5/10/2018,2.5676,2.7782,2.8754,2.9193,2.9429,2.9587,2.9722,2.9846,2.998,3.011,3.0348,3.0528,3.0635,3.0507,3.0291,2.5302,2.685,2.8296,2.9323,2.9622,3.1082,24.581,18.762,11.38,3.89,4.75,-8,20.15,8.812,1.713,1.363,4.744,-5.791
5/9/2018,2.5724,2.7817,2.8831,2.9308,2.9584,2.9765,2.9917,3.007,3.0216,3.0351,3.0592,3.0793,3.0925,3.0842,3.0593,2.53,2.6823,2.8398,2.9573,3.0042,3.1618,25.038,20.867,11.88,3.35,3,-10.2,20.221,9.343,1.188,0.527,3.668,-8.104
5/8/2018,2.5655,2.7727,2.868,2.914,2.9395,2.9576,2.9728,2.9854,3,3.0141,3.0365,3.0551,3.0659,3.052,3.0295,2.5094,2.6448,2.8143,2.9298,2.976,3.1295,25.938,21.973,12.5,3.94,3.75,-10,21.666,10.406,2.439,1.516,4.652,-7.652
5/7/2018,2.5736,2.7715,2.859,2.8987,2.9199,2.9361,2.9501,2.9624,2.9761,2.9895,3.014,3.0349,3.0502,3.037,3.0166,2.497,2.6306,2.7871,2.8998,2.9497,3.1229,27.18,22.727,13.13,4.93,3.79,-10.625,22.341,11.104,3.165,1.525,4.184,-8.437
5/4/2018,2.5705,2.7654,2.8541,2.8943,2.9138,2.9334,2.9444,2.9575,2.9682,2.9842,3.0079,3.0277,3.0427,3.03,3.0089,2.4969,2.6332,2.7837,2.8998,2.9497,3.1221,26.656,21.639,12.88,4.38,3.34,-11.263,21.982,10.846,2.382,1.438,3.951,-8.908
5/3/2018,2.5532,2.7432,2.8365,2.88,2.9062,2.9244,2.9385,2.9515,2.9617,2.979,3.0004,3.024,3.0398,3.0274,3.0069,2.4762,2.6158,2.7803,2.8924,2.9458,3.1213,26.75,21.9,12.5,4.49,3.25,-11.488,22.626,10.525,2.077,0.643,3.544,-9.469
5/2/2018,2.5599,2.7585,2.852,2.8969,2.9199,2.9403,2.9558,2.97,2.9832,2.9984,3.0241,3.0468,3.0608,3.052,3.0319,2.4882,2.6295,2.7955,2.9172,2.9663,3.146,26.69,21.864,12.38,3.73,3.13,-11.55,22.456,10.516,1.797,0.836,3.586,-9.544
5/1/2018,2.5526,2.7593,2.8559,2.9007,2.9255,2.942,2.9558,2.9684,2.9803,2.9934,3.017,3.038,3.0498,3.038,3.018,2.5042,2.6404,2.8124,2.9247,2.9644,3.1287,25.152,21.087,11.19,3.12,2.88,-11.125,21.052,9.505,0.791,0.559,3.556,-9.141
4/30/2018,2.5508,2.7498,2.8429,2.8883,2.9146,2.9323,2.9455,2.9595,2.9732,2.9869,3.0122,3.0339,3.0479,3.0364,3.0171,2.4879,2.6263,2.7972,2.9123,2.9531,3.1237,25.625,21.475,11.63,3.23,3.25,-10.738,21.44,9.59,1.089,0.659,3.666,-8.866
4/27/2018,2.5382,2.7364,2.8358,2.883,2.9098,2.9294,2.9471,2.9612,2.9767,2.9892,3.0137,3.0344,3.0475,3.0356,3.0147,2.4838,2.6178,2.8006,2.9197,2.9568,3.1245,24.892,21.228,10.88,2.65,3.13,-11,20.659,8.625,0.466,0.331,2.719,-9.041
4/26/2018,2.5424,2.7403,2.8396,2.8925,2.9234,2.9469,2.9646,2.9815,2.9968,3.0117,3.0376,3.0614,3.0753,3.0662,3.0471,2.4817,2.6199,2.8124,2.936,2.9809,3.1642,25.688,21.74,11,2.81,3.13,-12,20.884,8.91,0.66,0.357,2.364,-10.007
4/25/2018,2.5587,2.7592,2.8625,2.9194,2.9578,2.9836,3.0051,3.0235,3.0413,3.0576,3.0829,3.1042,3.1179,3.1062,3.0846,2.4878,2.6335,2.8366,2.9714,3.0259,3.2068,27.043,22.261,11.9,3.28,3,-12.25,22.747,9.682,0.238,-0.028,1.796,-10.374
4/24/2018,2.5443,2.7463,2.8494,2.902,2.9344,2.9583,2.9775,2.9942,3.0096,3.0253,3.0498,3.0713,3.0844,3.0727,3.0527,2.4746,2.6333,2.826,2.9535,2.9995,3.1825,27,20.918,10.75,2.44,2.5,-13,22.25,8.114,-0.136,-0.618,1.435,-11.18
4/23/2018,2.5461,2.7531,2.8523,2.901,2.9281,2.9477,2.963,2.9765,2.9895,3.0037,3.0249,3.0425,3.0525,3.0395,3.0178,2.4764,2.6359,2.8207,2.9357,2.9752,3.1443,27.125,21.114,10.75,2.55,2.75,-12.75,21.189,8.178,-0.042,-0.275,2.032,-10.34
4/20/2018,2.5408,2.741,2.8407,2.8901,2.9175,2.9374,2.953,2.9674,2.9816,2.995,3.0203,3.0408,3.0558,3.0432,3.0237,2.4573,2.6164,2.7999,2.9128,2.9602,3.1451,28.563,22.184,11.75,3.8,3.5,-12.25,21.945,9.189,1.092,0.828,2.249,-10.034
4/19/2018,2.533,2.7189,2.8105,2.8521,2.8725,2.8889,2.9005,2.9144,2.9261,2.9392,2.9622,2.9817,2.9973,2.9857,2.9643,2.4275,2.5828,2.7549,2.8646,2.9098,3.0983,28.925,22.244,11.75,3.62,2.73,-13.325,21.812,9.577,1.233,0.015,1.405,-11.283
4/18/2018,2.5301,2.7089,2.7942,2.8302,2.848,2.8585,2.8685,2.8772,2.8888,2.9011,2.9227,2.9441,2.9578,2.9465,2.9268,2.4293,2.5717,2.7309,2.8268,2.8728,3.0601,28.174,21.713,11.63,3.91,2.63,-13.375,21.178,9.582,1.606,0.119,2.023,-11.195
4/17/2018,2.5118,2.6846,2.7639,2.7959,2.811,2.8227,2.8312,2.8409,2.8515,2.8637,2.8875,2.9101,2.9252,2.9144,2.8959,2.394,2.5277,2.6881,2.7841,2.8285,3.0198,29.063,23.35,12.5,4.5,3.5,-12.5,21.807,10.452,2.175,0.427,3.627,-10.283
4/16/2018,2.5108,2.6848,2.764,2.7965,2.8095,2.82,2.8276,2.8375,2.8483,2.8609,2.8844,2.9068,2.9231,2.9122,2.894,2.3773,2.5194,2.6795,2.7816,2.8267,3.0246,30.625,24.002,12.88,4.69,3.3,-13.25,20.853,10.51,2.058,0.358,2.828,-11.002
4/13/2018,2.5088,2.6734,2.7539,2.789,2.8075,2.8192,2.829,2.8397,2.8518,2.8647,2.8882,2.9096,2.9263,2.9174,2.8986,2.3566,2.5002,2.6726,2.7765,2.8267,3.027,31.588,25.014,13.38,5.2,3.78,-13,20.738,11.003,2.728,0.534,3.446,-10.993
4/12/2018,2.4965,2.6629,2.7446,2.785,2.8058,2.8211,2.8346,2.8483,2.8628,2.8769,2.9037,2.9293,2.947,2.9383,2.9201,2.348,2.4947,2.6707,2.7814,2.8358,3.0431,31.091,24.498,13.5,5.18,3.98,-12.325,20.879,10.89,2.537,0.786,3.854,-10.307
4/11/2018,2.4628,2.6183,2.6928,2.7312,2.7515,2.7657,2.7783,2.7905,2.805,2.8211,2.8483,2.874,2.8933,2.885,2.8681,2.307,2.443,2.6129,2.7215,2.7808,2.9951,30.679,24.73,13.63,5.26,3.63,-12.875,20.282,11.232,2.751,0.429,3.789,-10.666
4/10/2018,2.4496,2.6098,2.6904,2.7299,2.7521,2.7692,2.7831,2.799,2.8149,2.8309,2.8598,2.8848,2.9055,2.897,2.8797,2.3069,2.4442,2.6247,2.7414,2.8009,3.0214,30.25,24.525,12.69,4.24,2.88,-14.25,19.524,10.415,1.683,-0.171,2.549,-12.076
4/9/2018,2.4361,2.5924,2.6701,2.7078,2.7297,2.7459,2.7595,2.7745,2.7891,2.806,2.8349,2.8596,2.8797,2.8719,2.8554,2.2783,2.4108,2.5976,2.7165,2.779,3.0118,31.125,25.7,13.13,4.31,2.55,-15.75,19.614,10.847,1.772,-0.859,1.591,-13.65
4/6/2018,2.4375,2.587,2.6648,2.7046,2.7274,2.744,2.7582,2.773,2.7893,2.8049,2.8344,2.8623,2.8823,2.8758,2.8603,2.2661,2.3997,2.5858,2.7066,2.7735,3.0182,31.625,26.625,14.13,5.06,3.13,-15.875,20.82,11.687,2.637,-0.389,1.633,-13.813
4/5/2018,2.451,2.6217,2.7098,2.7545,2.781,2.7997,2.8155,2.8326,2.8499,2.8672,2.8951,2.9229,2.9432,2.9346,2.9175,2.3026,2.4412,2.638,2.7661,2.832,3.073,31.813,26.725,14.13,4.81,3.38,-15.625,19.94,11.828,2.353,-0.181,1.179,-13.95
4/4/2018,2.4414,2.6043,2.6915,2.7341,2.7595,2.7756,2.79,2.8048,2.8207,2.8366,2.8641,2.889,2.9074,2.899,2.8806,2.2924,2.4273,2.6193,2.7437,2.8027,3.0359,31.263,26.4,13.88,4.78,3.33,-15.625,19.693,11.711,1.891,-0.066,1.355,-13.742
4/3/2018,2.4326,2.5923,2.6734,2.7103,2.7308,2.7452,2.7595,2.774,2.7896,2.8071,2.8339,2.8584,2.878,2.8678,2.8509,2.2782,2.4052,2.5957,2.7188,2.7753,3.011,31.13,26.34,13.54,3.86,2.75,-16,20.546,11.444,1.465,-0.666,0.51,-14.464
4/2/2018,2.4088,2.5598,2.6355,2.6705,2.6894,2.7049,2.7177,2.7327,2.7493,2.7649,2.7923,2.8169,2.8343,2.825,2.8068,2.2459,2.3637,2.5469,2.6718,2.7298,2.9619,30.975,26.95,14.05,4.44,3.53,-15.625,20.381,12.01,2.041,0.086,1.228,-13.562
3/30/2018,2.42,2.5815,2.659,2.676,2.708,2.72,2.732,2.7463,2.756,2.7902,2.804,2.8284,2.8485,2.8393,2.8237,2.2661,2.3831,2.562,2.6841,2.7389,2.9737,30.75,26.631,15.5,4.75,3.75,-15,17.924,10.583,0.603,-1.301,-0.184,-14.813
3/29/2018,2.42,2.5804,2.6606,2.6908,2.7053,2.7179,2.7313,2.7464,2.7619,2.7761,2.8027,2.8284,2.848,2.8393,2.8218,2.2661,2.3831,2.562,2.6841,2.7389,2.9737,30.75,26.631,14.65,4.5,3.85,-15.001,17.924,10.583,0.603,-1.301,-0.184,-14.813
3/28/2018,2.4091,2.5685,2.6512,2.6947,2.7212,2.7407,2.7562,2.7736,2.7907,2.8076,2.8379,2.8646,2.8849,2.8774,2.8597,2.2842,2.4051,2.5956,2.7174,2.7807,3.0214,28.425,24.575,12.5,3.81,2.43,-16.25,17.224,10.145,0.454,-1.247,0.001,-14.33
3/27/2018,2.3834,2.5435,2.6305,2.6754,2.7006,2.721,2.7401,2.7582,2.7769,2.7935,2.8264,2.8575,2.8802,2.8752,2.8579,2.2641,2.3831,2.567,2.7,2.7753,3.0286,28.033,24.124,13.35,3.89,1.88,-16.938,20.236,10.113,0.609,-1.971,-0.48,-15.413
