Dates,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,25y,30y,2yr,3yr,5yr,7yr,10yr,30yr,2y spread,3y spread,5y spread,7y spread,10y spread,30y spread,TUAISP,FVAISP,TYAISP,UXYAISP,USAISP,WNAISP
2/9/2016,0.6898,0.7636,0.8715,0.9992,1.1255,1.245,1.357,1.4579,1.5473,1.6265,1.754,1.8815,2.0068,2.0675,2.1026,0.6901,0.8354,1.1529,1.4731,1.726,2.5493,7.057,3.459,-2.88,-11.47,-10.09,-44.625,8.488,-5.383,-11.911,-13.664,-14.138,-35.328
2/8/2016,0.6955,0.7685,0.883,1.0155,1.15,1.2765,1.3945,1.5015,1.5945,1.6745,1.8043,1.934,2.0593,2.121,2.156,0.6662,0.8303,1.1578,1.4849,1.7483,2.5764,9.994,5.105,-0.98,-9.23,-7.45,-42,9.619,-4.054,-9.546,-10.864,-11.537,-32.75
2/5/2016,0.7115,0.8165,0.9475,1.084,1.216,1.3455,1.467,1.5748,1.6695,1.7513,1.882,2.0138,2.1418,2.203,2.2396,0.7221,0.8951,1.2403,1.5696,1.8357,2.6683,9.266,5.08,-2.75,-10.37,-8.6,-43,6.538,-5.57,-11.284,-11.767,-12.249,-34.043
2/4/2016,0.6825,0.7823,0.9139,1.057,1.1979,1.331,1.4521,1.5621,1.6557,1.7378,1.8698,2,2.129,2.1919,2.2275,0.6984,0.8662,1.2292,1.5722,1.8395,2.6757,8.25,4.65,-3.13,-12.05,-10.25,-44.75,6.194,-6.033,-12.818,-14.274,-15.124,-35.895
2/3/2016,0.678,0.7843,0.9278,1.0775,1.2195,1.35,1.469,1.5743,1.6653,1.7455,1.8733,2.001,2.1245,2.185,2.2205,0.7223,0.904,1.2745,1.6242,1.8861,2.7126,6.073,2.311,-5.5,-15.6,-14.19,-49.188,3.563,-8.045,-16.466,-17.916,-19.63,-40.918
2/2/2016,0.675,0.7914,0.9428,1.084,1.2178,1.3425,1.4558,1.5593,1.646,1.719,1.843,1.966,2.0842,2.1417,2.1747,0.7183,0.9016,1.26,1.5983,1.8448,2.656,7.625,4.29,-4.25,-14.25,-12.46,-47.95,3.419,-6.486,-14.643,-16.039,-17.967,-38.78
2/1/2016,0.7098,0.8637,1.0273,1.18,1.3213,1.4488,1.5625,1.6628,1.7485,1.8245,1.9491,2.075,2.1965,2.255,2.288,0.7975,0.9957,1.3636,1.7072,1.9486,2.7618,6.397,3.096,-4.5,-14.58,-12.38,-47.25,4.406,-6.904,-14.864,-16.345,-18.135,-38.549
1/29/2016,0.6935,0.8403,1.0005,1.1503,1.2885,1.4168,1.532,1.6333,1.7191,1.7955,1.922,2.049,2.1715,2.2328,2.2675,0.7737,0.9663,1.328,1.6669,1.9209,2.7438,6.495,3.246,-4,-13.61,-12.54,-47.75,4.855,-5.672,-13.907,-16.687,-18.887,-39.24
1/28/2016,0.722,0.8893,1.0618,1.218,1.3578,1.4863,1.601,1.6998,1.7844,1.8625,1.9844,2.1088,2.228,2.2865,2.3205,0.8172,1.0256,1.3994,1.7209,1.9784,2.7851,7.073,3.385,-4.1,-12.07,-11.75,-46.5,5.475,-6.076,-14.161,-15.775,-18.015,-38.175
1/27/2016,0.735,0.901,1.0735,1.2313,1.3708,1.5015,1.6187,1.7175,1.8033,1.8803,2.0043,2.1295,2.25,2.3105,2.3475,0.833,1.0498,1.4104,1.7448,1.9993,2.801,6.664,2.121,-4.09,-12.96,-11.98,-45.375,5.783,-6.101,-14.477,-15.782,-17.044,-37.191
1/26/2016,0.7353,0.905,1.0782,1.2353,1.373,1.4978,1.6085,1.7055,1.7878,1.862,1.9833,2.1075,2.2265,2.2855,2.32,0.8401,1.0633,1.4269,1.7497,1.9942,2.7844,6.513,1.395,-5.44,-14.2,-13.31,-46.35,3.669,-7.556,-16.278,-17.349,-18.462,-38.316
1/25/2016,0.747,0.9196,1.0901,1.246,1.3837,1.5097,1.6208,1.718,1.7998,1.8719,1.994,2.1158,2.233,2.2921,2.3247,0.8567,1.0767,1.4385,1.7617,2.0012,2.7844,6.288,1.313,-5.63,-14.19,-13.13,-46.063,3.068,-7.179,-16.045,-17.396,-17.915,-38.232
1/22/2016,0.7507,0.9363,1.1155,1.2778,1.4218,1.55,1.6618,1.7585,1.8428,1.9158,2.0365,2.1575,2.275,2.332,2.365,0.8691,1.1009,1.4812,1.807,2.0519,2.8238,6.525,1.375,-6.1,-14.55,-13.74,-45.9,3.109,-7.34,-16.361,-18.202,-18.894,-38.237
1/21/2016,0.7328,0.902,1.074,1.2365,1.3823,1.5163,1.6343,1.738,1.8258,1.9015,2.0233,2.1455,2.2613,2.3185,2.352,0.8331,1.0636,1.4424,1.7741,2.0311,2.8109,6.713,0.963,-6.13,-14.01,-12.88,-46.063,2.672,-7.489,-16.364,-17.449,-18.204,-38.544
1/20/2016,0.7333,0.8925,1.0555,1.2063,1.3473,1.4748,1.588,1.6863,1.7723,1.8448,1.9633,2.0805,2.1935,2.2483,2.2803,0.8212,1.0503,1.4165,1.7387,1.9824,2.753,6.913,0.28,-7.13,-15.15,-13.79,-47.3,2.526,-8.257,-17.2,-18.422,-20.376,-39.512
1/19/2016,0.7625,0.933,1.103,1.261,1.4045,1.5329,1.6468,1.746,1.8315,1.9058,2.0245,2.144,2.2583,2.314,2.3465,0.87,1.1063,1.4852,1.8195,2.0556,2.8262,6.121,-0.349,-8,-17.24,-15.08,-48.125,1.366,-9.383,-18.449,-19.796,-20.698,-40.638
1/18/2016,0.7428,0.8995,1.065,1.237,1.374,1.505,1.6245,1.724,1.813,1.888,2.0081,2.1303,2.247,2.304,2.337,0.85,1.0824,1.4527,1.7958,2.0347,2.814,7.75,-0.5,-8,-17.75,-14.75,-47.75,1.355,-9.999,-18.522,-19.328,-20.305,-40.145
1/15/2016,0.7418,0.91,1.0805,1.2345,1.3748,1.505,1.622,1.724,1.8118,1.8895,2.0095,2.132,2.2483,2.305,2.3373,0.85,1.0824,1.4527,1.7958,2.0347,2.814,5.938,-0.325,-8,-17.6,-14.75,-47.75,1.355,-9.999,-18.522,-19.328,-20.305,-40.145
1/14/2016,0.7705,0.9618,1.139,1.292,1.4288,1.5563,1.6705,1.7705,1.8565,1.931,2.0555,2.1825,2.3023,2.363,2.3985,0.8911,1.133,1.5071,1.8581,2.0874,2.8869,6.958,0.37,-7.9,-18.78,-15.65,-48.9,0.853,-10.144,-20.18,-21.074,-21.798,-41.471
1/13/2016,0.7903,0.9861,1.1648,1.3188,1.4548,1.5795,1.6915,1.7878,1.8708,1.9443,2.0675,2.193,2.3123,2.3713,2.406,0.9073,1.1595,1.5251,1.8653,2.0927,2.8822,7.625,0.351,-7.13,-17.57,-14.88,-47.813,1.846,-9.259,-18.708,-19.127,-20.391,-39.879
1/12/2016,0.7928,0.9959,1.1779,1.3323,1.468,1.592,1.704,1.7975,1.882,1.9555,2.0745,2.1975,2.313,2.3703,2.4033,0.9235,1.1572,1.5399,1.8726,2.1032,2.8815,7.238,1.938,-7.13,-16.96,-15,-47.9,1.889,-9.548,-18.355,-19.581,-21.027,-40.167
1/11/2016,0.7998,1.024,1.2143,1.3772,1.519,1.647,1.7635,1.8635,1.9478,2.022,2.1466,2.2724,2.3905,2.45,2.4829,0.9317,1.1872,1.5939,1.9419,2.1754,2.9682,8.818,2.621,-7.5,-17.83,-15.25,-48.438,2.899,-9.615,-19.253,-19.928,-22.266,-41.17
1/8/2016,0.798,1.0195,1.2088,1.3653,1.501,1.623,1.734,1.829,1.912,1.983,2.1065,2.2318,2.3515,2.4113,2.4478,0.9318,1.1764,1.5597,1.9014,2.1156,2.9094,8.531,3.093,-6.13,-16.78,-13.38,-46.2,2.416,-8.026,-18.081,#N/A N/A,-20.894,-38.949
1/7/2016,0.798,1.043,1.2483,1.4135,1.5498,1.6778,1.7905,1.8868,1.9705,2.0438,2.1658,2.2895,2.4075,2.4668,2.5018,0.948,1.2037,1.5992,1.9398,2.1455,2.9258,9.24,4.312,-4.89,-14.9,-10.33,-42.563,3.062,-7.428,-16.272,#N/A N/A,-17.82,-35.783
1/6/2016,0.82,1.0878,1.3023,1.4662,1.6018,1.7265,1.8333,1.926,2.0075,2.0788,2.1975,2.3194,2.4353,2.4935,2.5283,0.976,1.2391,1.6417,1.9757,2.1702,2.9375,10.914,6.239,-3.99,-14.04,-9.23,-40.938,5.725,-6.537,-15.491,#N/A N/A,-17.216,-33.916
1/5/2016,0.8458,1.1323,1.3568,1.5315,1.6735,1.7965,1.9043,1.9954,2.0727,2.1436,2.262,2.383,2.4998,2.5575,2.5915,1.0139,1.288,1.7122,2.0454,2.2357,2.9951,11.717,6.739,-3.98,-14.15,-9.25,-40.563,5.899,-6.911,-15.272,#N/A N/A,-18.175,-33.895
1/4/2016,0.8548,1.1529,1.385,1.5648,1.7093,1.831,1.9348,2.025,2.1025,2.171,2.2848,2.4017,2.512,2.5693,2.601,1.0358,1.3015,1.7336,2.0598,2.2428,2.9872,11.367,8.2,-2.58,-12.78,-7.25,-38.6,7.183,-5.407,-13.334,#N/A N/A,-14.975,-31.377
1/1/2016,0.8683,1.1795,1.417,1.601,1.7305,1.846,1.9532,2.0413,2.149,2.1865,2.299,2.417,2.5295,2.5885,2.622,1.0477,1.3069,1.7598,2.0912,2.2694,3.0158,11.5,9.75,-3.75,-19.5,-8.75,-39.5,8.553,-6.081,-15.526,#N/A N/A,-17.05,-34.135
12/31/2015,0.8683,1.179,1.416,1.5895,1.7369,1.846,1.951,2.038,2.1175,2.1865,2.2995,2.4175,2.5315,2.5885,2.619,1.0477,1.3069,1.7598,2.0912,2.2694,3.0158,11.875,9.75,-3,-19.63,-8.25,-39.5,8.553,-6.081,-15.526,#N/A N/A,-17.05,-34.135
12/30/2015,0.8753,1.1815,1.4225,1.6058,1.7518,1.8745,1.9798,2.071,2.1468,2.2143,2.3283,2.4445,2.557,2.611,2.6423,1.0713,1.3419,1.7927,2.1097,2.2943,3.0335,10.689,7.825,-4.25,-13.1,-8.25,-39.15,6.772,-6.709,-14.807,#N/A N/A,-14.309,-32.873
12/29/2015,0.8663,1.1768,1.427,1.612,1.7618,1.8878,1.995,2.0853,2.1633,2.2313,2.346,2.4628,2.577,2.6298,2.6604,1.0911,1.3689,1.7849,2.1146,2.305,3.0359,8.341,5.638,-2.75,-12.31,-7.63,-37.563,6.895,-6.359,-13.405,#N/A N/A,-12.055,-30.682
12/28/2015,0.8453,1.14,1.379,1.556,1.7008,1.827,1.9332,2.023,2.0995,2.166,2.28,2.395,2.5072,2.559,2.5908,1.0067,1.3201,1.718,2.0437,2.2304,2.943,13.156,5.73,-1.78,-11.21,-6.4,-35.25,5.858,-4.873,-12.403,#N/A N/A,-9.575,-27.864
12/25/2015,0.8372,1.1295,1.366,1.548,1.6925,1.8255,1.9295,2.0233,2.103,2.171,2.287,2.4045,2.5185,2.573,2.6025,0.9983,1.3173,1.713,2.051,2.241,2.9603,12.25,4.25,-1.75,-11.75,-7,-35.25,6.152,-6.079,-13.37,#N/A N/A,-10.533,-28.951
12/24/2015,0.8372,1.1295,1.366,1.546,1.692,1.823,1.9314,2.0235,2.103,2.171,2.287,2.4045,2.5185,2.573,2.606,0.9983,1.3173,1.713,2.051,2.241,2.9603,12.875,4.675,-2.25,-11.75,-7,-35.75,6.152,-6.079,-13.37,#N/A N/A,-10.533,-28.951
12/23/2015,0.8286,1.1201,1.3625,1.5495,1.7023,1.8328,1.943,2.0365,2.1168,2.1873,2.306,2.4285,2.544,2.6003,2.6325,0.9812,1.3117,1.7194,2.0582,2.2534,2.988,13.775,4.875,-1.75,-11.78,-6.75,-35.438,5.574,-6.101,-13.343,#N/A N/A,-11.167,-28.475
12/22/2015,0.8238,1.112,1.3492,1.5382,1.6928,1.8232,1.9338,2.0281,2.1068,2.1779,2.2935,2.4139,2.5293,2.5858,2.6178,0.9729,1.3009,1.7044,2.0436,2.2357,2.9556,13.767,4.663,-1.33,-11.09,-6.18,-33.75,5.956,-5.491,-12.554,#N/A N/A,-8.692,-26.607
12/21/2015,0.8148,1.1,1.3345,1.5185,1.6699,1.7941,1.9015,1.9928,2.0699,2.1378,2.2563,2.3744,2.4911,2.5485,2.5815,0.9442,1.2741,1.6679,1.9999,2.1917,2.9103,15.471,5.994,0.11,-9.99,-5.41,-33,7.562,-3.812,-10.995,#N/A N/A,-7.017,-25.141
12/18/2015,0.8078,1.0898,1.333,1.5208,1.672,1.7993,1.9078,1.9999,2.0773,2.147,2.2642,2.3838,2.4988,2.555,2.588,0.9522,1.2821,1.6762,2.0072,2.204,2.922,13.67,4.938,-0.63,-10.19,-5.88,-33.5,8.119,-4.567,-11.651,#N/A N/A,-6.908,-25.413
12/17/2015,0.7935,1.0883,1.3308,1.5203,1.6708,1.7988,1.908,2.0005,2.0793,2.1485,2.2655,2.386,2.5005,2.5563,2.5888,0.9844,1.3141,1.7026,2.0314,2.2234,2.9275,10.15,1.675,-3.38,-12.45,-7.66,-33.9,4.183,-6.984,-14.084,#N/A N/A,-7.692,-26.214
12/16/2015,0.7755,1.0808,1.333,1.5325,1.6955,1.835,1.9511,2.0481,2.1343,2.2073,2.33,2.4508,2.572,2.6286,2.6618,1.0025,1.3381,1.7473,2.1043,2.296,3.0039,7.814,-0.523,-5.16,-15.49,-8.98,-34.25,3.821,-8.472,-16.61,#N/A N/A,-8.32,-26.68
12/15/2015,0.752,1.0371,1.283,1.4795,1.6442,1.7838,1.9043,2.0078,2.094,2.1695,2.2938,2.418,2.5385,2.5958,2.6293,0.9639,1.2846,1.6926,2.0532,2.2658,2.9856,7.125,-0.315,-4.88,-15.04,-9.73,-35.85,4.785,-7.656,-16.021,#N/A N/A,-9.439,-27.768
12/14/2015,0.738,1.0183,1.2563,1.4463,1.6065,1.7435,1.8626,1.9645,2.05,2.1255,2.2488,2.372,2.4918,2.5495,2.582,0.9435,1.2473,1.653,2.012,2.2217,2.9517,7.225,0.725,-4.73,-15.1,-9.68,-36.875,5.551,-6.848,-15.947,#N/A N/A,-10.195,-28.591
12/11/2015,0.7195,0.9883,1.216,1.3993,1.5508,1.6864,1.8077,1.9105,1.9998,2.076,2.2013,2.3293,2.4511,2.51,2.545,0.875,1.1597,1.5527,1.9085,2.127,2.8709,11.025,5.563,0.13,-10.25,-5,-32.5,9.697,-1.7,-10.393,#N/A N/A,-6.1,-25.143
12/10/2015,0.7613,1.0555,1.2998,1.4935,1.6505,1.7863,1.9033,2.0025,2.089,2.1613,2.2848,2.4105,2.5308,2.5898,2.622,0.9432,1.2553,1.6776,2.0217,2.2305,2.9675,10.889,4.308,-2.61,-11.9,-7.03,-34.55,7.833,-4.178,-12.39,#N/A N/A,-7.875,-27.222
12/9/2015,0.7385,1.0303,1.268,1.453,1.6045,1.7398,1.8565,1.955,2.0433,2.1183,2.2445,2.3725,2.497,2.5593,2.5945,0.923,1.2314,1.643,1.9903,2.2164,2.9738,10.521,3.506,-4.06,-13.69,-9.94,-37.938,6.81,-5.243,-14.222,#N/A N/A,-11.81,-31.416
12/8/2015,0.7545,1.0474,1.283,1.467,1.6153,1.7465,1.861,1.9569,2.0421,2.114,2.2361,2.3593,2.4783,2.5374,2.5712,0.929,1.22,1.6611,2,2.2182,2.9549,11.471,6.009,-4.69,-14.05,-10.55,-38.5,5.9,-6.319,-15.122,#N/A N/A,-13.345,-31.884
12/7/2015,0.738,1.041,1.2805,1.4658,1.6163,1.7518,1.867,1.9663,2.0506,2.1238,2.2435,2.3642,2.4825,2.5405,2.572,0.9269,1.22,1.6709,2.0144,2.2288,2.9612,11.138,5.841,-5.55,-15.19,-10.53,-39.063,4.728,-8.501,-16.225,#N/A N/A,-13.46,-32.527
12/4/2015,0.7273,1.0345,1.2855,1.4825,1.641,1.7801,1.8991,2.0003,2.0875,2.162,2.2828,2.4058,2.5223,2.5788,2.6125,0.9388,1.2391,1.7055,2.0579,2.2693,3.0095,9.484,4.514,-6.3,-16.02,-11,-39.813,4.542,-9.969,-16.955,#N/A N/A,-15.193,-33.849
12/3/2015,0.723,1.0348,1.2898,1.4946,1.6617,1.8043,1.9255,2.0298,2.1188,2.1948,2.318,2.4413,2.5588,2.616,2.6488,0.9505,1.2499,1.7333,2.0942,2.3136,3.0543,8.013,3.646,-7.13,-16.94,-11.88,-40.563,3.056,-10.5,-18.251,#N/A N/A,-17.187,-34.855
12/2/2015,0.7025,1.0015,1.2398,1.4228,1.5713,1.701,1.8133,1.9118,1.9938,2.067,2.185,2.3033,2.4195,2.4755,2.5068,0.9345,1.2121,1.6332,1.9663,2.1797,2.9081,6.499,2.75,-6.25,-15.37,-11.26,-40.15,2.915,-9.225,-16.43,#N/A N/A,-15.408,-33.904
12/1/2015,0.6795,0.9682,1.1963,1.3735,1.5195,1.6504,1.7623,1.8598,1.945,2.019,2.1396,2.2631,2.3815,2.4405,2.4745,0.9067,1.1825,1.5858,1.9209,2.1431,2.9019,5.833,1.332,-6.75,-15.99,-12.6,-42.65,2.961,-9.021,-17.053,#N/A N/A,-18.263,-37
11/30/2015,0.6885,0.9928,1.2325,1.4163,1.5668,1.6969,1.8102,1.9087,1.9935,2.066,2.1883,2.3121,2.4315,2.491,2.525,0.9304,1.2203,1.6446,1.988,2.206,2.9723,6.006,0.997,-7.9,-17.93,-13.9,-44.75,3.905,-10.704,-18.674,#N/A N/A,-21.147,-39.672
11/27/2015,0.6863,0.982,1.226,1.425,1.574,1.7085,1.8251,1.9245,2.0115,2.0845,2.206,2.332,2.4523,2.5145,2.5475,0.9185,1.2122,1.6446,1.9856,2.2201,2.9968,6.25,1.875,-7.25,-15.75,-13.63,-45.25,4.632,-9.356,-17.193,#N/A N/A,-21.397,-40.378
11/26/2015,0.6813,0.9935,1.2465,1.439,1.5935,1.729,1.844,1.9425,2.024,2.0985,2.2176,2.34,2.453,2.509,2.542,0.9343,1.2392,1.6708,2.0102,2.2341,2.9944,5.25,-0.5,-7.5,-16.25,-13.25,-45.25,4.831,-9.827,-17.941,#N/A N/A,-19.886,-38.684
11/25/2015,0.68,0.987,1.2385,1.4345,1.5943,1.7303,1.8443,1.9428,2.0258,2.099,2.2168,2.3378,2.453,2.5093,2.542,0.9343,1.2392,1.6708,2.006,2.2341,2.9944,5.1,-0.25,-7.75,-16.23,-13.75,-45.188,4.831,-9.827,-17.941,#N/A N/A,-19.886,-38.684
11/24/2015,0.6778,0.9865,1.2418,1.4388,1.5955,1.732,1.8488,1.9478,2.0325,2.1059,2.2253,2.3463,2.4613,2.5173,2.55,0.9303,1.2339,1.6649,2.0035,2.2377,3.0024,5.421,0.698,-7,-15.63,-13.19,-45.25,4.511,-8.952,-18.013,#N/A N/A,-20.62,-39.112
11/23/2015,0.6783,0.986,1.2373,1.4328,1.5902,1.7258,1.8414,1.9414,2.0252,2.0988,2.2145,2.332,2.4459,2.4998,2.5303,0.9174,1.2366,1.6714,2.0083,2.2377,2.992,6.649,-0.13,-8.28,-16.77,-13.94,-46.313,3.823,-10.159,-18.595,#N/A N/A,-21.336,-40.255
11/20/2015,0.6565,0.959,1.2153,1.4163,1.5778,1.7163,1.835,1.9312,2.021,2.0935,2.2123,2.3323,2.447,2.5015,2.5323,0.9172,1.2393,1.6862,2.0326,2.2623,3.0199,3.89,-2.433,-10.99,-19.95,-17.14,-48.688,0.233,-13.653,-22.564,#N/A N/A,-24.688,-43.035
11/19/2015,0.6445,0.95,1.21,1.412,1.5735,1.7108,1.8275,1.9275,2.0103,2.0823,2.201,2.3238,2.441,2.4968,2.5295,0.8921,1.2152,1.6741,2.0203,2.2482,3.0103,5.564,-0.692,-10.06,-19.45,-16.69,-47.75,0.905,-13.05,-22.034,#N/A N/A,-24.374,-42.083
11/18/2015,0.6345,0.9565,1.2295,1.4435,1.6148,1.7565,1.8727,1.9724,2.0581,2.1307,2.2507,2.3735,2.492,2.5483,2.5805,0.8756,1.2126,1.6839,2.0373,2.2728,3.0423,7.75,1.825,-7.1,-16.38,-14.2,-46.275,3.329,-10.55,-19.11,#N/A N/A,-22.795,-40.207
11/17/2015,0.627,0.9397,1.2098,1.4238,1.597,1.7444,1.8684,1.9735,2.0598,2.1338,2.2583,2.3865,2.5078,2.5658,2.5998,0.8511,1.186,1.6538,2.0251,2.2658,3.0543,8.575,2.35,-5.69,-15.8,-13.25,-45.438,5.143,-9.7,-18.337,#N/A N/A,-21.626,-40.062
11/16/2015,0.6205,0.938,1.2123,1.43,1.6059,1.7545,1.8814,1.9863,2.075,2.151,2.276,2.4038,2.5268,2.5845,2.6195,0.851,1.1861,1.652,2.0274,2.2676,3.0616,8.5,2.625,-4.73,-14.79,-11.83,-43.763,5.446,-8.617,-17.449,#N/A N/A,-20.92,-38.978
11/13/2015,0.62,0.9353,1.213,1.4265,1.599,1.751,1.879,1.9854,2.0738,2.149,2.276,2.4046,2.5273,2.5855,2.619,0.8347,1.1782,1.6519,2.0274,2.2658,3.0519,9.724,3.471,-5.25,-15.1,-11.63,-43.188,6.397,-9.089,-17.89,#N/A N/A,-20.105,-37.677
11/12/2015,0.6383,0.9741,1.261,1.4855,1.664,1.8148,1.9396,2.0428,2.1299,2.202,2.3239,2.4493,2.5703,2.6238,2.656,0.8706,1.2287,1.7129,2.0784,2.3116,3.0894,10.16,3.163,-5.06,-14.09,-10.94,-43.563,6.864,-8.449,-16.587,#N/A N/A,-19.154,-37.168
11/11/2015,0.6428,0.9815,1.273,1.498,1.673,1.828,1.9585,2.0695,2.151,2.2401,2.3565,2.4875,2.6105,2.6718,2.695,0.8744,1.234,1.7227,2.0929,2.3301,3.1152,9.688,2.875,-4.75,-13.25,-10.75,-40.875,7.226,-7.489,-15.826,#N/A N/A,-18.198,-35.467
11/10/2015,0.6335,0.9685,1.2597,1.4903,1.6756,1.8314,1.962,2.0688,2.1585,2.235,2.3603,2.4885,2.6118,2.6688,2.7015,0.8744,1.234,1.7227,2.0929,2.3419,3.1152,9.16,2.5,-4.88,-13.34,-10.88,-41.5,6.569,-8.854,-15.876,#N/A N/A,-18.135,-34.895
11/9/2015,0.6395,0.9838,1.28,1.5059,1.6898,1.8437,1.9709,2.0767,2.164,2.2398,2.3628,2.49,2.611,2.6681,2.7003,0.8821,1.229,1.7389,2.1001,2.3436,3.1077,9.876,4.865,-4.94,-13.06,-10.38,-40.75,6.715,-9.716,-16.309,#N/A N/A,-18.59,-34.55
11/6/2015,0.6345,0.9788,1.2723,1.4978,1.6803,1.8308,1.9582,2.0613,2.1503,2.2243,2.3478,2.4743,2.5965,2.6515,2.6845,0.8859,1.2178,1.7304,2.0854,2.3252,3.0853,9.063,5.35,-5.15,-12.63,-10.25,-40.325,6.822,-8.734,-15.572,#N/A N/A,-18.43,-33.832
11/5/2015,0.5898,0.904,1.1698,1.3845,1.5608,1.714,1.8433,1.95,2.0398,2.1148,2.2395,2.3665,2.4888,2.5453,2.5775,0.8256,1.1323,1.6306,1.9833,2.2323,3,7.672,3.513,-7.09,-14.09,-11.88,-42.25,5.363,-10.731,-17.145,#N/A N/A,-20.235,-35.58
11/4/2015,0.59,0.905,1.172,1.3855,1.565,1.715,1.8399,1.9435,2.0303,2.1028,2.2256,2.3503,2.4715,2.5275,2.558,0.8116,1.1376,1.6338,1.9833,2.225,2.9903,9.1,3.35,-7.11,-14.46,-12.13,-43.25,4.734,-10.309,-16.781,#N/A N/A,-19.803,-35.829
11/3/2015,0.5753,0.88,1.1423,1.359,1.5428,1.7018,1.836,1.9458,2.0378,2.1145,2.244,2.3748,2.501,2.5608,2.5933,0.7657,1.0885,1.5892,1.9567,2.2105,2.9919,11.175,5.25,-4.94,-12.31,-9.5,-39.9,6.87,-8.209,-14.404,#N/A N/A,-16.246,-32.882
11/2/2015,0.566,0.8665,1.1248,1.3408,1.5245,1.6826,1.8138,1.9225,2.013,2.09,2.216,2.3443,2.4683,2.525,2.5541,0.7531,1.0585,1.5529,1.9158,2.1709,2.9437,11.231,6.486,-2.79,-10.27,-8.18,-38.7,7.25,-5.686,-12.171,#N/A N/A,-14.443,-31.089
10/30/2015,0.552,0.8469,1.1016,1.316,1.4973,1.6543,1.7853,1.8938,1.9855,2.0605,2.188,2.3175,2.4423,2.5005,2.5325,0.724,1.0232,1.5185,1.8846,2.1421,2.9222,12.1,7.875,-2.38,-10.09,-8.13,-38.875,9.272,-4.343,-11.859,#N/A N/A,-14.263,-31.465
10/29/2015,0.5515,0.8445,1.105,1.3263,1.5165,1.679,1.8138,1.9248,2.0175,2.0955,2.2235,2.3535,2.479,2.535,2.5698,0.7236,1.0335,1.5332,1.9,2.1725,2.9589,11.825,7.025,-1.69,-8.8,-7.75,-39,9.539,-4.295,-10.868,#N/A N/A,-13.677,-32.334
10/28/2015,0.5438,0.8209,1.0683,1.28,1.4635,1.6223,1.7563,1.865,1.9565,2.0345,2.162,2.2903,2.415,2.4733,2.5043,0.7029,1.0011,1.4674,1.832,2.1009,2.8788,11.313,6.5,-0.5,-7.73,-6.88,-37.45,10.249,-3.323,-10.027,#N/A N/A,-11.523,-30.028
10/27/2015,0.4878,0.7365,0.9723,1.185,1.3735,1.5385,1.6798,1.7954,1.8921,1.9763,2.1135,2.2525,2.3863,2.4505,2.4883,0.6209,0.9044,1.3651,1.7451,2.037,2.8592,11.367,6.611,0.88,-6.6,-6.15,-37.35,11.101,-1.927,-8.935,#N/A N/A,-12.03,-30.038
10/26/2015,0.4903,0.7468,0.9888,1.2045,1.3953,1.5598,1.6988,1.8155,1.9103,1.9925,2.1295,2.264,2.396,2.4595,2.4955,0.6372,0.9312,1.3947,1.7764,2.0564,2.8686,10.75,5.585,0.03,-7.62,-6.53,-37.35,10.324,-2.946,-9.86,#N/A N/A,-12.8,-30.418
10/23/2015,0.4985,0.762,1.0128,1.233,1.425,1.593,1.7358,1.8545,1.9535,2.038,2.175,2.313,2.4465,2.5095,2.546,0.6413,0.9445,1.4161,1.8005,2.0866,2.9008,11.806,6.718,0.88,-6.56,-5,-35.5,11.878,-2.29,-8.178,#N/A N/A,-11.723,-28.612
10/22/2015,0.4785,0.7285,0.9703,1.1885,1.3805,1.5475,1.6905,1.8095,1.9097,1.995,2.1343,2.2743,2.4104,2.4727,2.5137,0.6006,0.891,1.352,1.7355,2.0263,2.8608,12.625,7.788,2.81,-4.58,-3.19,-34.813,11.396,-0.015,-6.342,#N/A N/A,-9.193,-27.419
10/21/2015,0.4775,0.7325,0.9753,1.1905,1.3798,1.5475,1.6885,1.8055,1.9055,1.99,2.1305,2.2723,2.4108,2.4785,2.5173,0.6209,0.9043,1.352,1.7283,2.0228,2.8647,10.875,7.062,2.75,-4.13,-3.38,-34.813,10.63,0.305,-6.379,#N/A N/A,-8.486,-27.243
10/20/2015,0.48,0.74,0.994,1.2153,1.41,1.5808,1.7248,1.8438,1.9453,2.0318,2.1748,2.318,2.4565,2.5241,2.5645,0.629,0.9229,1.3881,1.774,2.067,2.9166,10.975,6.925,2.26,-5.05,-3.63,-35.25,11.225,0.277,-6.526,#N/A N/A,-9.169,-28.275
10/19/2015,0.4615,0.7111,0.9565,1.1725,1.364,1.534,1.6799,1.8013,1.9025,1.9905,2.1335,2.2772,2.4177,2.4854,2.526,0.5866,0.8803,1.3373,1.7188,2.0228,2.8796,12.251,7.437,2.69,-4.01,-3.25,-35.4,12.869,1.253,-5.648,#N/A N/A,-8.048,-28.117
10/16/2015,0.4743,0.7291,0.975,1.1898,1.3798,1.5475,1.6898,1.8125,1.91,1.9975,2.1403,2.2841,2.423,2.4913,2.5313,0.6088,0.9042,1.352,1.726,2.0334,2.8812,11.9,7.063,2.75,-3.63,-3.63,-35,12.316,1.204,-6.001,#N/A N/A,-7.081,-27.67
